,id,name,winningTeam,Map.fileName,Map.scriptName,durationMs,startTime
0,641ea264ca2e06a6acdf7b7fdd35fcdb,MomsBoyToy,True,all_that_glitters_v2.1,All That Glitters v2.1,1314733,2023-07-03T01:03:32.000Z
1,aa16a264941e33ce76667bc3eb7a41d5,MomsBoyToy,False,dsdr_4.1,DSDR 4.1,2207400,2023-07-03T00:30:34.000Z
2,7308a264a6a7ca404321e16d505a5ea3,MomsBoyToy,True,all_that_glitters_v2.1,All That Glitters v2.1,2888867,2023-07-02T23:29:55.000Z
3,c4fba1640df15ffb2dcea5093ec548e0,MomsBoyToy,False,ice_scream_v2.5,Ice Scream v2.5,773200,2023-07-02T22:35:48.000Z
4,9f0fa164aaff8e8c4540afbd8f52c0a9,MomsBoyToy,False,white_fire_remake_1.2,White Fire Remake 1.2,1847967,2023-07-02T05:48:15.000Z
5,5105a164dba03ad2691de20b34cc32d7,MomsBoyToy,False,eight_horses_1.2,Eight Horses 1.2,2022167,2023-07-02T05:04:17.000Z
6,0901a164053f745a1bd0a1ec2f3bf894,MomsBoyToy,False,all_that_glitters_v2.1,All That Glitters v2.1,658367,2023-07-02T04:46:01.000Z
7,8ef9a064c5c03c1eb2cb993da9d073df,MomsBoyToy,False,Rosetta1.4,Rosetta 1.4,1467800,2023-07-02T04:14:06.000Z
8,9ee6a06407ae80e24ed61f2d5caef7a4,MomsBoyToy,True,koom_valley_3_3.1,Koom Valley 3 3.1,346300,2023-07-02T02:53:18.000Z
9,73e1a0643fb1bcad90644a576c3a9405,MomsBoyToy,False,eight_horses_1.2,Eight Horses 1.2,803933,2023-07-02T02:31:15.000Z
10,84c1a06496416244130739e3964034af,MomsBoyToy,True,Rosetta1.4,Rosetta 1.4,1276133,2023-07-02T00:15:00.000Z
11,17b9a06443bfb825bc2f6c42fe311b1e,MomsBoyToy,True,ice_scream_v2.5,Ice Scream v2.5,1578100,2023-07-01T23:39:03.000Z
12,e1b2a0644ffe214a834d76f8d6040351,MomsBoyToy,False,thermal_shock_v1.1,Thermal Shock v1.1,598700,2023-07-01T23:12:33.000Z
13,faa2a0641089ea5ce5d080a025139269,MomsBoyToy,False,dsdr_4.1,DSDR 4.1,2521067,2023-07-01T22:04:42.000Z
14,339da064d483a6ce6466bb780c22ef0e,MomsBoyToy,False,koom_valley_3_3.1,Koom Valley 3 3.1,1034700,2023-07-01T21:40:03.000Z
15,cee19f64e1b999cf1c0a212b4c42e744,MomsBoyToy,True,koom_valley_3_3.1,Koom Valley 3 3.1,1508833,2023-07-01T08:20:30.000Z
