,id,name,winningTeam,Map.fileName,Map.scriptName,durationMs,startTime
0,bb9fa1643911255d119e56d4afb1f9ef,SadPanda,True,Rosetta1.4,Rosetta 1.4,1618367,2023-07-02T16:03:07.000Z
1,c485a16417be1a4e50c9a3b1b4609765,SadPanda,True,carrot_mountains_v1.0,Carrot Mountains v1.0,2537667,2023-07-02T14:12:20.000Z
2,e496a064c16a7bba1973cd43cfd7ebc4,SadPanda,True,forge_v1.4,Forge v1.4,1049600,2023-07-01T21:13:08.000Z
3,0490a064eb296cffe355df2caa22c6cf,SadPanda,True,bismuth_valley_v2.2,Bismuth Valley v2.2,1186400,2023-07-01T20:43:48.000Z
4,a989a064b9df73235fdbb8074c2ba057,SadPanda,True,dsdr_4.1,DSDR 4.1,1103733,2023-07-01T20:16:41.000Z
5,ce80a06437859ac563f2aac94e975a29,SadPanda,True,ascendancy_v2.0,Ascendancy v2.0,1209500,2023-07-01T19:38:54.000Z
6,c778a064fa3719beee6010fd26b30a98,SadPanda,True,hades_ponds_0.7,Hades Ponds 0.7,1660933,2023-07-01T19:04:39.000Z
7,226ca06430f51bc85811b12728165461,SadPanda,True,dsdr_4.1,DSDR 4.1,2650167,2023-07-01T18:10:42.000Z
8,9e65a06496af6d2760e30159b3e3de57,SadPanda,True,Riverrun_V1,Riverrun_V1,1139900,2023-07-01T17:42:54.000Z
9,5a5da064df969de999ce623a51956f34,SadPanda,False,ascendancy_v2.0,Ascendancy v2.0,1440767,2023-07-01T17:07:38.000Z
10,be33a064ea0feacc3ad9180d2b941bfb,SadPanda,False,eight_horses_1.2,Eight Horses 1.2,2232367,2023-07-01T14:10:06.000Z
11,6c2da064f1c9b6fcf6b56bc10c6d31bf,SadPanda,True,dsdr_4.1,DSDR 4.1,1045867,2023-07-01T13:43:08.000Z
12,1827a0644b5b91ecc40a4a32e2ed4efe,SadPanda,True,koom_valley_3_3.1,Koom Valley 3 3.1,697767,2023-07-01T13:16:08.000Z
13,3a779e647f0a2c73344d02e32376535d,SadPanda,False,bismuth_valley_v2.2,Bismuth Valley v2.2,1123733,2023-06-30T06:33:30.000Z
14,05729e64007dccafcc733ff48da4c645,SadPanda,False,flats_and_forests_v2.1,Flats and Forests v2.1,953800,2023-06-30T06:11:17.000Z
15,b86d9e64f888dc1eb8aa49d41be26aff,SadPanda,False,forge_v1.4,Forge v1.4,705633,2023-06-30T05:52:56.000Z
16,18679e649662ca7460c5f458172c5410,SadPanda,False,to_kill_the_middle_v1.0,To Kill The Middle v1.0,1082733,2023-06-30T05:24:40.000Z
17,724f9e64948666c4e8b029da0757fcff,SadPanda,False,koom_valley_3_3.1,Koom Valley 3 3.1,2068300,2023-06-30T03:43:46.000Z
18,56ab9d64fb81d59f5133fe9eff96a79f,SadPanda,True,flats_and_forests_v2.1,Flats and Forests v2.1,1971867,2023-06-29T16:03:34.000Z
19,f9a69d649529cff695bbabb862d559bb,SadPanda,True,Rosetta1.4,Rosetta 1.4,713900,2023-06-29T15:44:57.000Z
20,8ffc9c64ef1c30033b7356e01c40f42a,SadPanda,True,dsdr_4.1,DSDR 4.1,1494600,2023-06-29T03:37:51.000Z
21,e4f69c6424026c6b63ccc58c24954807,SadPanda,True,dsdr_4.1,DSDR 4.1,754733,2023-06-29T03:13:40.000Z
22,cdf09c64277da110e0bcb4c587e0d6ba,SadPanda,True,flats_and_forests_v2.1,Flats and Forests v2.1,1016500,2023-06-29T02:47:41.000Z
23,a3ea9c64df4fab2d01d892c38485b470,SadPanda,True,forge_v1.4,Forge v1.4,1101167,2023-06-29T02:21:23.000Z
24,39789c64401f4afa014036945c9625a9,SadPanda,True,all_that_glitters_v2.1,All That Glitters v2.1,1570400,2023-06-28T18:13:13.000Z
25,af6e9c644bac7efa250b044eff4f3d95,SadPanda,False,all_that_glitters_v2.1,All That Glitters v2.1,1817233,2023-06-28T17:32:31.000Z
26,f7419c64c9ccb52ec1af8821a8eb92a4,SadPanda,True,white_fire_remake_1.2,White Fire Remake 1.2,1382733,2023-06-28T14:21:43.000Z
27,e0399c6487fea7582459f2ba2fcf0c3f,SadPanda,True,bismuth_valley_v2.2,Bismuth Valley v2.2,1273033,2023-06-28T13:47:12.000Z
28,c82d9c6453a186e1a35f66164fb6c9fa,SadPanda,False,starwatcher_1.0,Starwatcher 1.0,2274600,2023-06-28T12:55:36.000Z
29,dca79b64d7c79e41bc7c63a2cea74d61,SadPanda,False,eight_horses_1.2,Eight Horses 1.2,2192633,2023-06-28T03:24:12.000Z
30,e69e9b64e1e653111bda59b483165a80,SadPanda,False,NuclearWinterR,Nuclear Winter Bar 1.4,1708733,2023-06-28T02:45:58.000Z
31,38de9a64c63d60a5a079011908ef6f68,SadPanda,True,dsdr_4.1,DSDR 4.1,1456833,2023-06-27T13:03:52.000Z
32,46c09a64b25e64ea58f6972685f4ac54,SadPanda,True,bismuth_valley_v2.2,Bismuth Valley v2.2,1071100,2023-06-27T10:56:06.000Z
33,53b89a64dd4aa124b23ec1a7c6040392,SadPanda,True,Rosetta1.4,Rosetta 1.4,1527300,2023-06-27T10:22:11.000Z
34,22729a643730a556b6bf97a637b918df,SadPanda,True,koom_valley_3_3.1,Koom Valley 3 3.1,2234567,2023-06-27T05:22:42.000Z
35,ec2f9a648cc8c038ea086e7fcf2cffc1,SadPanda,True,dsdr_4.1,DSDR 4.1,3049567,2023-06-27T00:40:12.000Z
36,e37d99641b45a9bda3d9ffc64b84d6dc,SadPanda,False,dsdr_4.1,DSDR 4.1,610533,2023-06-26T12:00:35.000Z
37,1861996402cf03965f1d8b661c5b7e89,SadPanda,True,dsdr_4.1,DSDR 4.1,3172800,2023-06-26T09:57:44.000Z
38,590d996404269532af8215f1459452f6,SadPanda,False,starwatcher_1.0,Starwatcher 1.0,819333,2023-06-26T04:00:25.000Z
39,45fb9864debb35508a1f1111d1c1f03c,SadPanda,False,koom_valley_3_3.1,Koom Valley 3 3.1,3834467,2023-06-26T02:43:17.000Z
40,510698644fd81a1c9d8810cb7eb6c37f,SadPanda,False,NuclearWinterR,Nuclear Winter Bar 1.4,2284067,2023-06-25T09:18:09.000Z
41,75fe976467bc1adb6d9e876d4bddb180,SadPanda,False,ice_scream_v2.5,Ice Scream v2.5,1269167,2023-06-25T08:44:37.000Z
42,1a2f936474318464183ee6df6c18d419,SadPanda,True,theta_crystals_1.0,Theta Crystals 1.0,735200,2023-06-21T17:10:50.000Z
43,43649164426e1fd7d74b8a53143512ca,SadPanda,True,ascendancy_v2.0,Ascendancy v2.0,1167500,2023-06-20T08:33:07.000Z
44,ec589164d5028d5749c6958c72c44484,SadPanda,True,dsdr_4.1,DSDR 4.1,2510700,2023-06-20T07:44:44.000Z
45,028390642523bd74272df53d2ca8f84c,SadPanda,True,ascendancy_v2.0,Ascendancy v2.0,1912500,2023-06-19T16:32:02.000Z
46,cb759064ebea2001319a5a031bde4b1c,SadPanda,False,koom_valley_3_3.1,Koom Valley 3 3.1,2382600,2023-06-19T15:35:39.000Z
47,b70590644f2b15f31fcfaea3c3b5258f,SadPanda,False,forge_v1.4,Forge v1.4,2269867,2023-06-19T07:37:27.000Z
48,8bfe8f64dfb04942fe51b94874024ac9,SadPanda,True,dsdr_4.1,DSDR 4.1,1417967,2023-06-19T07:06:51.000Z
49,1cf68f64de51662d0249e04a40e4cb1f,SadPanda,True,koom_valley_3_3.1,Koom Valley 3 3.1,1610700,2023-06-19T06:30:52.000Z
